"city","dbpedia","population","country_name","image","flag","currency","religion"
"Raipur","http://dbpedia.org/resource/Raipur",1546076,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Swami_Vivekanada's_Statue_at_Vivekanand_Sarovar.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Raipur","http://dbpedia.org/resource/Raipur",1546076,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Swami_Vivekanada's_Statue_at_Vivekanand_Sarovar.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Raipur","http://dbpedia.org/resource/Raipur",1546076,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Swami_Vivekanada's_Statue_at_Vivekanand_Sarovar.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Ipoh","http://dbpedia.org/resource/Ipoh",1499000,"Malaysia","http://commons.wikimedia.org/wiki/Special:FilePath/Ipoh,_Perak.jpg?width=300","http://dbpedia.org/resource/Malaysia","http://dbpedia.org/resource/Malaysian_ringgit","http://dbpedia.org/resource/Islam_in_Malaysia"
"Vijayawada","http://dbpedia.org/resource/Vijayawada",1491202,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Vijayawada.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
"Vijayawada","http://dbpedia.org/resource/Vijayawada",1491202,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Vijayawada.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.7
"Vijayawada","http://dbpedia.org/resource/Vijayawada",1491202,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Vijayawada.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Vijayawada","http://dbpedia.org/resource/Vijayawada",1491202,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Vijayawada.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
"Vijayawada","http://dbpedia.org/resource/Vijayawada",1491202,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Vijayawada.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Vijayawada","http://dbpedia.org/resource/Vijayawada",1491202,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Vijayawada.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Vijayawada","http://dbpedia.org/resource/Vijayawada",1491202,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Montage_of_Vijayawada.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Madurai","http://dbpedia.org/resource/Madurai",1465625,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Madurai_landmarks_montage.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
"Madurai","http://dbpedia.org/resource/Madurai",1465625,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Madurai_landmarks_montage.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.7
"Madurai","http://dbpedia.org/resource/Madurai",1465625,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Madurai_landmarks_montage.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Madurai","http://dbpedia.org/resource/Madurai",1465625,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Madurai_landmarks_montage.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
"Madurai","http://dbpedia.org/resource/Madurai",1465625,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Madurai_landmarks_montage.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Madurai","http://dbpedia.org/resource/Madurai",1465625,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Madurai_landmarks_montage.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Madurai","http://dbpedia.org/resource/Madurai",1465625,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Madurai_landmarks_montage.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Varanasi","http://dbpedia.org/resource/Varanasi",1435113,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Varanasi_collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
